,time,signal,value
0,0.0,x_ref,0.0
1,0.0,x,0.0
2,0.0,z_ref,0.0
3,0.0,z,0.0
4,0.0,alpha_ref,0.0
5,0.0,alpha,0.0
6,0.0,vel_ref_x,0.0
7,0.0,vel_ref_z,0.0
8,0.0,vel_ref_alpha,0.0
9,0.006170511245727539,x_ref,0.0
10,0.006170511245727539,x,0.0
11,0.006170511245727539,z_ref,0.0
12,0.006170511245727539,z,0.0
13,0.006170511245727539,alpha_ref,0.0
14,0.006170511245727539,alpha,0.0
15,0.006170511245727539,vel_ref_x,0.0
16,0.006170511245727539,vel_ref_z,0.0
17,0.006170511245727539,vel_ref_alpha,0.0
18,0.011640787124633789,x_ref,0.056
19,0.011640787124633789,x,0.0
20,0.011640787124633789,z_ref,0.056
21,0.011640787124633789,z,0.0
22,0.011640787124633789,alpha_ref,0.0
23,0.011640787124633789,alpha,0.0
24,0.011640787124633789,vel_ref_x,607.0
25,0.011640787124633789,vel_ref_z,606.0
26,0.011640787124633789,vel_ref_alpha,3.0
27,0.024684667587280273,x_ref,0.12
28,0.024684667587280273,x,0.0
29,0.024684667587280273,z_ref,0.12
30,0.024684667587280273,z,0.0
31,0.024684667587280273,alpha_ref,0.0
32,0.024684667587280273,alpha,0.0
33,0.024684667587280273,vel_ref_x,898.0
34,0.024684667587280273,vel_ref_z,898.0
35,0.024684667587280273,vel_ref_alpha,4.0
36,0.03355121612548828,x_ref,0.128
37,0.03355121612548828,x,0.0
38,0.03355121612548828,z_ref,0.128
39,0.03355121612548828,z,0.0
40,0.03355121612548828,alpha_ref,0.0
41,0.03355121612548828,alpha,0.0
42,0.03355121612548828,vel_ref_x,920.0
43,0.03355121612548828,vel_ref_z,915.0
44,0.03355121612548828,vel_ref_alpha,4.0
45,0.042680978775024414,x_ref,0.128
46,0.042680978775024414,x,0.096
47,0.042680978775024414,z_ref,0.248
48,0.042680978775024414,z,0.0
49,0.042680978775024414,alpha_ref,0.0
50,0.042680978775024414,alpha,0.0
51,0.042680978775024414,vel_ref_x,920.0
52,0.042680978775024414,vel_ref_z,1160.0
53,0.042680978775024414,vel_ref_alpha,6.0
54,0.051119089126586914,x_ref,0.248
55,0.051119089126586914,x,0.096
56,0.051119089126586914,z_ref,0.248
57,0.051119089126586914,z,0.0
58,0.051119089126586914,alpha_ref,0.0
59,0.051119089126586914,alpha,0.0
60,0.051119089126586914,vel_ref_x,1160.0
61,0.051119089126586914,vel_ref_z,1160.0
62,0.051119089126586914,vel_ref_alpha,6.0
63,0.06203746795654297,x_ref,0.304
64,0.06203746795654297,x,0.216
65,0.06203746795654297,z_ref,0.288
66,0.06203746795654297,z,0.0
67,0.06203746795654297,alpha_ref,0.0
68,0.06203746795654297,alpha,0.0
69,0.06203746795654297,vel_ref_x,1265.0
70,0.06203746795654297,vel_ref_z,1242.0
71,0.06203746795654297,vel_ref_alpha,6.0
72,0.07166600227355957,x_ref,0.4
73,0.07166600227355957,x,0.288
74,0.07166600227355957,z_ref,0.408
75,0.07166600227355957,z,0.0
76,0.07166600227355957,alpha_ref,0.0
77,0.07166600227355957,alpha,0.0
78,0.07166600227355957,vel_ref_x,1438.0
79,0.07166600227355957,vel_ref_z,1443.0
80,0.07166600227355957,vel_ref_alpha,6.0
81,0.08158659934997559,x_ref,0.52
82,0.08158659934997559,x,0.416
83,0.08158659934997559,z_ref,0.52
84,0.08158659934997559,z,0.0
85,0.08158659934997559,alpha_ref,0.0
86,0.08158659934997559,alpha,0.0
87,0.08158659934997559,vel_ref_x,1582.0
88,0.08158659934997559,vel_ref_z,1581.0
89,0.08158659934997559,vel_ref_alpha,8.0
90,0.09181928634643555,x_ref,0.648
91,0.09181928634643555,x,0.592
92,0.09181928634643555,z_ref,0.648
93,0.09181928634643555,z,0.0
94,0.09181928634643555,alpha_ref,0.0
95,0.09181928634643555,alpha,0.0
96,0.09181928634643555,vel_ref_x,1643.0
97,0.09181928634643555,vel_ref_z,1642.0
98,0.09181928634643555,vel_ref_alpha,8.0
99,0.10186004638671875,x_ref,0.792
100,0.10186004638671875,x,0.728
101,0.10186004638671875,z_ref,0.792
102,0.10186004638671875,z,0.0
103,0.10186004638671875,alpha_ref,0.036
104,0.10186004638671875,alpha,0.0
105,0.10186004638671875,vel_ref_x,1646.0
106,0.10186004638671875,vel_ref_z,1645.0
107,0.10186004638671875,vel_ref_alpha,8.0
108,0.11169815063476562,x_ref,0.92
109,0.11169815063476562,x,0.88
110,0.11169815063476562,z_ref,0.96
111,0.11169815063476562,z,0.0
112,0.11169815063476562,alpha_ref,0.036
113,0.11169815063476562,alpha,0.0
114,0.11169815063476562,vel_ref_x,1646.0
115,0.11169815063476562,vel_ref_z,1650.0
116,0.11169815063476562,vel_ref_alpha,8.0
117,0.12169003486633301,x_ref,1.072
118,0.12169003486633301,x,1.04
119,0.12169003486633301,z_ref,1.112
120,0.12169003486633301,z,0.0
121,0.12169003486633301,alpha_ref,0.036
122,0.12169003486633301,alpha,0.0
123,0.12169003486633301,vel_ref_x,1642.0
124,0.12169003486633301,vel_ref_z,1639.0
125,0.12169003486633301,vel_ref_alpha,8.0
126,0.1321711540222168,x_ref,1.208
127,0.1321711540222168,x,1.224
128,0.1321711540222168,z_ref,1.248
129,0.1321711540222168,z,0.0
130,0.1321711540222168,alpha_ref,0.036
131,0.1321711540222168,alpha,0.0
132,0.1321711540222168,vel_ref_x,1649.0
133,0.1321711540222168,vel_ref_z,1649.0
134,0.1321711540222168,vel_ref_alpha,6.0
135,0.14194774627685547,x_ref,1.36
136,0.14194774627685547,x,1.336
137,0.14194774627685547,z_ref,1.384
138,0.14194774627685547,z,0.0
139,0.14194774627685547,alpha_ref,0.036
140,0.14194774627685547,alpha,0.0
141,0.14194774627685547,vel_ref_x,1638.0
142,0.14194774627685547,vel_ref_z,1638.0
143,0.14194774627685547,vel_ref_alpha,8.0
144,0.1513671875,x_ref,1.496
145,0.1513671875,x,1.472
146,0.1513671875,z_ref,1.528
147,0.1513671875,z,0.0
148,0.1513671875,alpha_ref,0.036
149,0.1513671875,alpha,0.0
150,0.1513671875,vel_ref_x,1640.0
151,0.1513671875,vel_ref_z,1644.0
152,0.1513671875,vel_ref_alpha,8.0
153,0.16204190254211426,x_ref,1.624
154,0.16204190254211426,x,1.576
155,0.16204190254211426,z_ref,1.656
156,0.16204190254211426,z,0.0
157,0.16204190254211426,alpha_ref,0.036
158,0.16204190254211426,alpha,0.0
159,0.16204190254211426,vel_ref_x,1647.0
160,0.16204190254211426,vel_ref_z,1644.0
161,0.16204190254211426,vel_ref_alpha,8.0
162,0.17206025123596191,x_ref,1.76
163,0.17206025123596191,x,1.72
164,0.17206025123596191,z_ref,1.792
165,0.17206025123596191,z,0.0
166,0.17206025123596191,alpha_ref,0.036
167,0.17206025123596191,alpha,0.0
168,0.17206025123596191,vel_ref_x,1643.0
169,0.17206025123596191,vel_ref_z,1646.0
170,0.17206025123596191,vel_ref_alpha,8.0
171,0.1812136173248291,x_ref,1.904
172,0.1812136173248291,x,1.72
173,0.1812136173248291,z_ref,1.792
174,0.1812136173248291,z,0.0
175,0.1812136173248291,alpha_ref,0.036
176,0.1812136173248291,alpha,0.0
177,0.1812136173248291,vel_ref_x,1644.0
178,0.1812136173248291,vel_ref_z,1646.0
179,0.1812136173248291,vel_ref_alpha,8.0
180,0.1920173168182373,x_ref,2.032
181,0.1920173168182373,x,1.872
182,0.1920173168182373,z_ref,1.936
183,0.1920173168182373,z,0.0
184,0.1920173168182373,alpha_ref,0.036
185,0.1920173168182373,alpha,0.0
186,0.1920173168182373,vel_ref_x,1646.0
187,0.1920173168182373,vel_ref_z,1640.0
188,0.1920173168182373,vel_ref_alpha,8.0
189,0.20173168182373047,x_ref,2.176
190,0.20173168182373047,x,2.0
191,0.20173168182373047,z_ref,2.08
192,0.20173168182373047,z,0.0
193,0.20173168182373047,alpha_ref,0.036
194,0.20173168182373047,alpha,0.0
195,0.20173168182373047,vel_ref_x,1641.0
196,0.20173168182373047,vel_ref_z,1651.0
197,0.20173168182373047,vel_ref_alpha,5.0
198,0.21168851852416992,x_ref,2.312
199,0.21168851852416992,x,2.136
200,0.21168851852416992,z_ref,2.216
201,0.21168851852416992,z,0.0
202,0.21168851852416992,alpha_ref,0.036
203,0.21168851852416992,alpha,0.0
204,0.21168851852416992,vel_ref_x,1649.0
205,0.21168851852416992,vel_ref_z,1639.0
206,0.21168851852416992,vel_ref_alpha,8.0
207,0.22161650657653809,x_ref,2.44
208,0.22161650657653809,x,2.272
209,0.22161650657653809,z_ref,2.408
210,0.22161650657653809,z,0.0
211,0.22161650657653809,alpha_ref,0.072
212,0.22161650657653809,alpha,0.0
213,0.22161650657653809,vel_ref_x,1638.0
214,0.22161650657653809,vel_ref_z,1641.0
215,0.22161650657653809,vel_ref_alpha,8.0
216,0.23212003707885742,x_ref,2.576
217,0.23212003707885742,x,2.472
218,0.23212003707885742,z_ref,2.544
219,0.23212003707885742,z,0.0
220,0.23212003707885742,alpha_ref,0.072
221,0.23212003707885742,alpha,0.0
222,0.23212003707885742,vel_ref_x,1650.0
223,0.23212003707885742,vel_ref_z,1648.0
224,0.23212003707885742,vel_ref_alpha,8.0
225,0.24143624305725098,x_ref,2.712
226,0.24143624305725098,x,2.528
227,0.24143624305725098,z_ref,2.68
228,0.24143624305725098,z,0.0
229,0.24143624305725098,alpha_ref,0.072
230,0.24143624305725098,alpha,0.0
231,0.24143624305725098,vel_ref_x,1639.0
232,0.24143624305725098,vel_ref_z,1639.0
233,0.24143624305725098,vel_ref_alpha,8.0
234,0.25189208984375,x_ref,2.84
235,0.25189208984375,x,2.744
236,0.25189208984375,z_ref,2.816
237,0.25189208984375,z,0.0
238,0.25189208984375,alpha_ref,0.072
239,0.25189208984375,alpha,0.0
240,0.25189208984375,vel_ref_x,1648.0
241,0.25189208984375,vel_ref_z,1651.0
242,0.25189208984375,vel_ref_alpha,8.0
243,0.26212406158447266,x_ref,2.976
244,0.26212406158447266,x,2.88
245,0.26212406158447266,z_ref,2.952
246,0.26212406158447266,z,0.0
247,0.26212406158447266,alpha_ref,0.072
248,0.26212406158447266,alpha,0.0
249,0.26212406158447266,vel_ref_x,1642.0
250,0.26212406158447266,vel_ref_z,1638.0
251,0.26212406158447266,vel_ref_alpha,6.0
252,0.27528882026672363,x_ref,3.112
253,0.27528882026672363,x,2.992
254,0.27528882026672363,z_ref,3.088
255,0.27528882026672363,z,0.0
256,0.27528882026672363,alpha_ref,0.072
257,0.27528882026672363,alpha,0.0
258,0.27528882026672363,vel_ref_x,1645.0
259,0.27528882026672363,vel_ref_z,1648.0
260,0.27528882026672363,vel_ref_alpha,8.0
261,0.282421350479126,x_ref,3.112
262,0.282421350479126,x,3.176
263,0.282421350479126,z_ref,3.232
264,0.282421350479126,z,0.0
265,0.282421350479126,alpha_ref,0.072
266,0.282421350479126,alpha,0.0
267,0.282421350479126,vel_ref_x,1645.0
268,0.282421350479126,vel_ref_z,1643.0
269,0.282421350479126,vel_ref_alpha,8.0
270,0.29189205169677734,x_ref,3.264
271,0.29189205169677734,x,3.296
272,0.29189205169677734,z_ref,3.376
273,0.29189205169677734,z,0.0
274,0.29189205169677734,alpha_ref,0.072
275,0.29189205169677734,alpha,0.0
276,0.29189205169677734,vel_ref_x,1647.0
277,0.29189205169677734,vel_ref_z,1644.0
278,0.29189205169677734,vel_ref_alpha,8.0
279,0.30243468284606934,x_ref,3.424
280,0.30243468284606934,x,3.432
281,0.30243468284606934,z_ref,3.512
282,0.30243468284606934,z,0.0
283,0.30243468284606934,alpha_ref,0.072
284,0.30243468284606934,alpha,0.0
285,0.30243468284606934,vel_ref_x,1638.0
286,0.30243468284606934,vel_ref_z,1646.0
287,0.30243468284606934,vel_ref_alpha,8.0
288,0.31215524673461914,x_ref,3.592
289,0.31215524673461914,x,3.432
290,0.31215524673461914,z_ref,3.512
291,0.31215524673461914,z,0.0
292,0.31215524673461914,alpha_ref,0.072
293,0.31215524673461914,alpha,0.0
294,0.31215524673461914,vel_ref_x,1646.0
295,0.31215524673461914,vel_ref_z,1646.0
296,0.31215524673461914,vel_ref_alpha,8.0
297,0.3212473392486572,x_ref,3.728
298,0.3212473392486572,x,3.536
299,0.3212473392486572,z_ref,3.664
300,0.3212473392486572,z,0.0
301,0.3212473392486572,alpha_ref,0.072
302,0.3212473392486572,alpha,0.0
303,0.3212473392486572,vel_ref_x,1643.0
304,0.3212473392486572,vel_ref_z,1638.0
305,0.3212473392486572,vel_ref_alpha,8.0
306,0.33213376998901367,x_ref,3.864
307,0.33213376998901367,x,3.664
308,0.33213376998901367,z_ref,3.8
309,0.33213376998901367,z,0.0
310,0.33213376998901367,alpha_ref,0.072
311,0.33213376998901367,alpha,0.0
312,0.33213376998901367,vel_ref_x,1643.0
