,times,frequency,temperature,mass_flow,volume_flow,mouth_pressure,offset,theta,radius,alpha,z,x,alpha_ref,z_ref,x_ref,flow_ref
0,41.36369061470032,101.35266091671537,31.959375381469727,0.0,0.0,-0.000710903259459883,139.0,45.0,156.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,41.41455698013306,101.35266091671537,31.959375381469727,0.0,0.0,-0.000710903259459883,139.0,45.0,156.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,41.447213649749756,101.35266091671537,31.959375381469727,0.0,0.0,-0.000710903259459883,139.0,45.0,156.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,41.49845337867737,164.84612653759243,31.959375381469727,0.0,0.0,-0.000710903259459883,139.0,45.0,156.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,41.546337604522705,164.84612653759243,31.959375381469727,0.0,0.0,-0.0007338356226682663,139.0,45.0,156.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,41.60919785499573,164.84612653759243,31.959375381469727,0.0,0.0,-0.0007161953253671527,139.0,45.0,156.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,41.7999587059021,164.84612653759243,31.959375381469727,0.0,0.0,-0.0007179593667387962,139.0,45.0,156.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,42.10480713844299,164.84612653759243,31.959375381469727,0.0,0.0,-0.0006985550862737,139.0,45.0,156.54,0.0,0.0,0.0,0.0,11.576,2.448,0.0
8,42.198039054870605,164.84612653759243,31.959375381469727,0.0,0.0,-0.0006967910449020565,139.0,45.0,156.54,0.0,0.0,0.0,0.0,11.576,2.448,0.0
9,42.239214181900024,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006967910449020565,139.0,45.0,156.54,0.0,0.0,0.0,0.0,11.576,2.448,0.0
10,42.287256717681885,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006826788303442299,139.0,45.0,156.54,0.0,0.0,0.0,0.0,11.576,2.448,0.0
11,42.32794213294983,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006773867644369602,139.0,45.0,156.54,0.0,0.0,0.0,0.0,11.576,2.448,0.0
12,42.35595226287842,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006773867644369602,139.0,45.0,156.54,0.0,0.0,0.0,0.0,11.576,2.448,0.0
13,42.455477237701416,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006773867644369602,139.0,45.0,156.54,0.0,0.0,0.0,0.0,11.576,2.448,0.0
14,42.54212665557861,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006738586816936731,139.0,45.0,156.54,0.0,0.0,0.0,0.0,23.16,5.056,0.0
15,42.61728000640869,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006791507476009429,139.0,45.0,156.54,0.0,0.0,0.0,0.0,23.16,5.056,0.0
16,42.70602464675903,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006791507476009429,139.0,45.0,156.54,0.0,0.0,0.0,0.0,23.16,5.056,0.0
17,42.7776665687561,478.21921417590676,31.959375381469727,0.0,0.0,-0.0007003191276453435,139.0,45.0,156.54,0.0,0.0,0.0,0.0,23.16,5.056,0.0
18,42.79860973358154,478.21921417590676,31.959375381469727,0.0,0.0,-0.0007003191276453435,139.0,45.0,156.54,0.0,0.0,0.0,0.0,23.16,5.056,0.0
19,42.87620234489441,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006809147889725864,139.0,45.0,156.54,0.0,0.0,0.0,0.0,23.16,5.056,0.0
20,42.89652395248413,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006809147889725864,139.0,45.0,156.54,0.0,0.0,0.0,0.0,23.16,5.056,0.0
21,42.96401309967041,478.21921417590676,31.959375381469727,0.0,0.0,-0.0006773867644369602,139.0,45.0,156.54,0.0,0.0,0.0,0.0,23.16,5.056,0.0
22,42.9848358631134,113.72011488713514,31.959375381469727,0.0,0.0,-0.0006773867644369602,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
23,43.06907343864441,113.72011488713514,31.959375381469727,0.0,0.0,-0.0007091392180882394,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
24,43.10334062576294,113.72011488713514,31.959375381469727,0.0,0.0,-0.0007091392180882394,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
25,43.18194818496704,113.72011488713514,31.959375381469727,0.0,0.0,-0.0007020831108093262,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
26,43.24040174484253,113.72011488713514,31.959375381469727,0.0,0.0,-0.0007020831108093262,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
27,43.28197884559631,113.72011488713514,31.959375381469727,0.0,0.0,-0.0006932629621587694,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
28,43.33927345275879,113.72011488713514,31.959375381469727,0.0,0.0,-0.0006791507476009429,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
29,43.37822937965393,113.72011488713514,31.959375381469727,0.0,0.0,-0.0006791507476009429,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
30,43.41708707809448,113.72011488713514,31.959375381469727,0.0,0.0,-0.0006791507476009429,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
31,43.457475900650024,113.72011488713514,31.959375381469727,0.0,0.0,-0.0007038471521809697,139.0,45.0,156.54,0.0,0.0,0.0,0.0,34.744,7.848,0.0
